záznam	cas	radon[Bq/m3]	sum1	sum2	sum3	sum4	Teplota[°C]	Vlhkost[%]	HV	Algorit.	
50	12.05.2019 16:40	188	5	42	53	0	24	32	9	1	
51	12.05.2019 17:40	156	8	32	47	0	24	32	9	1	
52	12.05.2019 18:40	160	6	40	41	0	24	32	9	1	
53	12.05.2019 19:40	199	6	42	59	0	24	32	9	1	
54	12.05.2019 20:40	162	4	42	40	0	24	32	9	1	
55	12.05.2019 21:40	164	7	42	41	0	24	32	9	1	
56	12.05.2019 22:40	208	5	57	51	0	23	32	9	1	
57	12.05.2019 23:40	198	7	38	65	0	23	32	9	1	
58	13.05.2019 00:40	148	5	44	33	0	23	32	9	1	
59	13.05.2019 01:40	140	9	28	45	0	23	32	9	1	
60	13.05.2019 02:40	181	5	46	48	0	23	32	9	1	
61	13.05.2019 03:40	150	6	39	39	0	23	32	9	1	
62	13.05.2019 04:40	187	6	47	50	0	23	32	9	1	
63	13.05.2019 05:40	158	9	48	34	0	23	32	9	1	
64	13.05.2019 06:40	161	5	40	44	0	23	32	9	1	
65	13.05.2019 07:40	152	3	32	47	0	23	32	9	1	
66	13.05.2019 08:40	160	12	43	40	0	23	32	9	1	
67	13.05.2019 09:40	160	6	41	42	0	23	32	9	1	
68	13.05.2019 10:40	152	3	43	36	0	23	32	9	1	
69	13.05.2019 11:40	169	2	45	43	0	23	32	9	1	
70	13.05.2019 12:40	173	5	36	54	0	23	32	9	1	
71	13.05.2019 13:40	170	6	46	40	0	24	32	9	1	
72	13.05.2019 14:40	170	8	52	34	0	24	32	9	1	
73	13.05.2019 15:40	171	6	34	54	0	24	31	9	1	
74	13.05.2019 16:40	98	1	12	39	0	24	30	9	1	
75	13.05.2019 17:40	40	1	7	15	0	24	28	9	1	
76	13.05.2019 18:40	12	0	1	6	0	24	27	9	1	
77	13.05.2019 19:40	10	0	5	1	0	24	26	9	1	
78	13.05.2019 20:40	12	0	6	1	0	23	26	9	1	
79	13.05.2019 21:40	5	0	3	0	0	23	25	9	1	
80	13.05.2019 22:40	10	0	4	2	0	23	25	9	1	
81	13.05.2019 23:40	8	0	5	0	0	23	25	9	1	
82	14.05.2019 00:40	5	0	0	3	0	23	24	9	1	
83	14.05.2019 01:40	3	2	2	0	0	23	24	9	1	
84	14.05.2019 02:40	10	3	4	2	0	23	24	9	1	
85	14.05.2019 03:40	15	1	4	5	0	23	24	9	1	
86	14.05.2019 04:40	6	1	1	3	0	23	24	9	1	
87	14.05.2019 05:40	20	2	7	5	0	23	24	9	1	
88	14.05.2019 06:40	6	1	3	1	0	23	24	9	1	
