záznam	cas	radon[Bq/m3]	sum1	sum2	sum3	sum4	Teplota[°C]	Vlhkost[%]	HV	Algorit.	
76	13.05.2019 18:38	8	0	0	3	0	24	25	9	1	
77	13.05.2019 19:38	8	0	1	2	0	24	24	9	1	
78	13.05.2019 20:38	8	0	3	0	0	23	24	9	1	
79	13.05.2019 21:38	2	0	0	1	0	23	23	9	1	
80	13.05.2019 22:38	2	0	1	0	0	23	23	9	1	
81	13.05.2019 23:38	5	1	2	0	0	23	23	9	1	
82	14.05.2019 00:38	13	0	5	0	0	23	23	9	1	
83	14.05.2019 01:38	30	0	6	5	0	23	23	9	1	
84	14.05.2019 02:38	27	1	4	6	0	23	23	9	1	
85	14.05.2019 03:38	16	2	3	3	0	23	23	9	1	
86	14.05.2019 04:38	21	0	5	3	0	23	23	9	1	
87	14.05.2019 05:38	32	0	8	4	0	23	23	9	1	
88	14.05.2019 06:38	35	0	7	6	0	23	23	9	1	
