DATA FILE;C:\Program Files\CRA\data\Akce HuSk_ No.1_ 2019.cor
START TIME;DATA_TAG_VAR5_TIMEFORMAT EN
END TIME;DATA_TAG_VAR5_TIMEFORMAT EN;(984 hours)
PLOT TYPE;TEMPORAL;(One data point per 2 hours - time stamp is in the middle of the 2-hour interval)
AVERAGING POINTS;3
TIMESTAMP (column A) is in units of:;ABSOLUTE TIME;(YYYY-MM-DD hh:mm)
TIME (column B) is in units of:;HOURS;(Since the 'Start time')
RADON CONCENTRATION (column C) is in units of:; Bq/m3
WEIGHTING (column D) is in units of:;HOURS;(amount of hours of data for the corresponding radon conc. value in column C)
;
TIMESTAMP;TIME;RADON CONCENTRATION;WEIGHTING
DATA_TAG_VAR5_TIMEFORMAT EN;444,0;79;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;446,0;169;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;448,0;208;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;450,0;162;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;452,0;249;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;454,0;150;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;456,0;166;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;458,0;65;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;460,0;72;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;462,0;87;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;464,0;127;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;466,0;121;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;468,0;164;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;470,0;210;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;472,0;333;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;474,0;297;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;476,0;192;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;478,0;103;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;480,0;71;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;482,0;108;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;484,0;86;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;486,0;133;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;488,0;86;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;490,0;154;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;492,0;139;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;494,0;170;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;496,0;152;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;498,0;119;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;500,0;157;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;502,0;82;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;504,0;144;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;506,0;104;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;508,0;192;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;510,0;123;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;512,0;118;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;514,0;236;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;516,0;246;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;518,0;283;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;520,0;257;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;522,0;207;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;524,0;200;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;526,0;155;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;528,0;236;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;530,0;129;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;532,0;76;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;534,0;125;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;536,0;262;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;538,0;309;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;540,0;253;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;542,0;199;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;544,0;109;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;546,0;89;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;548,0;114;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;550,0;168;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;552,0;239;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;554,0;238;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;556,0;232;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;558,0;225;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;560,0;231;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;562,0;228;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;564,0;201;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;566,0;185;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;568,0;292;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;570,0;287;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;572,0;311;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;574,0;249;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;576,0;223;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;578,0;136;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;580,0;39;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;582,0;100;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;584,0;148;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;586,0;327;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;588,0;322;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;590,0;293;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;592,0;186;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;594,0;223;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;596,0;399;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;598,0;492;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;600,0;325;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;602,0;176;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;604,0;100;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;606,0;104;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;608,0;239;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;610,0;286;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;612,0;328;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;614,0;324;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;616,0;385;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;618,0;461;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;620,0;322;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;622,0;119;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;624,0;61;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;626,0;57;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;628,0;176;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;630,0;366;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;632,0;568;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;634,0;624;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;636,0;630;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;638,0;488;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;640,0;512;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;642,0;290;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;644,0;375;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;646,0;170;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;648,0;134;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;650,0;55;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;652,0;29;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;654,0;143;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;656,0;300;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;658,0;476;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;660,0;463;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;662,0;378;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;664,0;591;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;666,0;447;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;668,0;328;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;670,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;672,0;8;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;674,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;676,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;678,0;15;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;680,0;9;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;682,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;684,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;686,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;688,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;690,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;692,0;0;6,00
DATA_TAG_VAR5_TIMEFORMAT EN;694,0;0;6,00
